district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,number_of_employees_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek,investment_group_mean_x,investment_group_sum_x,investment_group_count_x,investment_standardized_group_mean_x,investment_standardized_group_sum_x,investment_standardized_group_count_x,district_name_encoded_group_mean_x,district_name_encoded_group_sum_x,district_name_encoded_group_count_x,investment_group_mean_y,investment_group_sum_y,investment_group_count_y,investment_standardized_group_mean_y,investment_standardized_group_sum_y,investment_standardized_group_count_y,district_name_encoded_group_mean_y,district_name_encoded_group_sum_y,district_name_encoded_group_count_y,investment_group_mean,investment_group_sum,investment_group_count,investment_standardized_group_mean,investment_standardized_group_sum,investment_standardized_group_count,district_name_encoded_group_mean,district_name_encoded_group_sum,district_name_encoded_group_count
MEDCHAL,QUTUBULLAPUR,BOWRAMPET,LUVIT INTERIOR DESIGN STUDIO,ALUMINIUM UTENSILS FROM ALUMINIUM CIRCLES BY PRESSING ONLY (DRY MECHANICAL OPERATION),ENGINEERING,0.1,10,2025-08-23,,YET TO START CONSTRUCTION,YES,OBC,-0.8222799684935107,3,15,21,21,14,5,9,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000005,0,0,1,2025,8,23,5,,,,,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.8544375,6.8355,8,-0.42262188231973413,-3.380975058557873,8,3.0,24,8,0.1,0.1,1,-0.8222799684935107,-0.8222799684935107,1,3.0,3,1
MAHABUBABAD,KESAMUDRAM,TALLAPOOSAPALLE,M/S GREEN FIELD AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.15,9,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.26604967707445304,6,21,22,22,7,1,12,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000005,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,2.38934375,19.11475,8,0.39048416600258307,3.1238733280206645,8,6.0,48,8,1.65,8.25,5,-0.0011781097320445009,-0.005890548660222504,5,6.0,30,5,1.15,1.15,1,-0.26604967707445304,-0.26604967707445304,1,6.0,6,1
NALGONDA,NARKETPALLE,THONDALVAI,M/S. SRI SHIVA SAI VINAYAKA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.7,15,2025-08-23,,YET TO START CONSTRUCTION,YES,GENERAL,-0.5044340876826207,8,22,23,23,7,1,13,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000005,0,0,0,2025,8,23,5,,,,,1970,1,1,3,1970,1,1,3,0.3072,0.9216,3,-0.7125171909868167,-2.13755157296045,3,8.0,24,3,0.7,0.7,1,-0.5044340876826207,-0.5044340876826207,1,8.0,8,1,0.7,0.7,1,-0.5044340876826207,-0.5044340876826207,1,8.0,8,1
BHUPALPALLY,CHITYAL,NAIN PAKA,M/S SUVEN AGRO INDUSTRIES PRIVATE LIMITED,VEGETABLE OIL MANUFACTURING SOLVENT EXTRACTION AND REFINERY /HYDROGENATED OILS,FOOD PROCESSING,5.72725,50,2025-08-12,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,12,23,24,24,15,1,14,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000005,0,0,0,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3,2.921125,5.84225,2,0.6721916323441933,1.3443832646883866,2,12.0,24,2,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,12.0,12,1,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,12.0,12,1
SANGAREDDY,JINNARAM,ALINAGAR,M/S SD ENTERPRISES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,4.5,10,2024-05-04,,YET TO START CONSTRUCTION,YES,GENERAL,1.5085898241196838,13,24,25,25,5,5,9,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000006,0,0,0,2024,5,4,5,,,,,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,2.8893125,11.55725,4,0.6553391788720326,2.6213567154881305,4,13.0,52,4,4.5,4.5,1,1.5085898241196838,1.5085898241196838,1,13.0,13,1
VIKARABAD,PUDUR,MANNEGUDA (SARECAS),KU-DAS PIPES AND FITTINGS,RUBBER GOODS INDUSTRY (WITH GAS OPERATED BABY BOILER),PLASTIC AND RUBBER,0.223,10,2025-08-21,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7571215629272782,4,25,26,26,16,11,9,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000006,0,0,0,2025,8,21,3,,,,,1970,1,1,3,1970,1,1,3,0.9162399999999999,4.5812,5,-0.3898824322383757,-1.9494121611918787,5,4.0,20,5,0.223,0.223,1,-0.7571215629272782,-0.7571215629272782,1,4.0,4,1,0.223,0.223,1,-0.7571215629272782,-0.7571215629272782,1,4.0,4,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,BHAGYANAGAR STEEL INDUSTRIES,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.55,10,2025-07-24,,YET TO START CONSTRUCTION,YES,OBC,-0.5838955578853431,3,15,15,27,5,5,9,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000006,0,0,1,2025,7,24,3,,,,,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.8544375,6.8355,8,-0.42262188231973413,-3.380975058557873,8,3.0,24,8,1.0658333333333334,6.3950000000000005,6,-0.31063639091042505,-1.8638183454625503,6,3.0,18,6
WARANGAL,GEESUGONDA,GORREKUNTA (RURAL),""" M/S KAVYA POLYMERS",POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.33,9,2025-08-19,,YET TO START CONSTRUCTION,YES,OBC,-0.7004390475160028,10,18,18,28,17,11,12,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000006,0,0,1,2025,8,19,1,,,,,1970,1,1,3,1970,1,1,3,1.2533277777777778,11.27995,9,-0.21131249617443681,-1.9018124655699313,9,10.0,90,9,2.0784166666666666,6.23525,3,0.22577267821917577,0.6773180346575273,3,10.0,30,3,3.028625,6.05725,2,0.7291390193228111,1.4582780386456222,2,10.0,20,2
SIRCILLA,MUSTABAD,MUSTABAD,M/S. SRINIVASA INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.2,25,2025-08-08,,YET TO START CONSTRUCTION,YES,GENERAL,0.2901806143446049,14,26,27,29,18,1,15,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000007,0,0,0,2025,8,8,4,,,,,1970,1,1,3,1970,1,1,3,0.708925,2.8357,4,-0.49970613020555854,-1.9988245208222342,4,14.0,56,4,2.2,2.2,1,0.2901806143446049,0.2901806143446049,1,14.0,14,1,2.2,2.2,1,0.2901806143446049,0.2901806143446049,1,14.0,14,1
MAHABUBABAD,GUDUR,GOVINDAPUR,PRIME AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,5.0675,15,2025-07-31,,YET TO START CONSTRUCTION,YES,GENERAL,1.8092190530533172,6,27,28,30,18,1,13,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000007,0,0,0,2025,7,31,3,,,,,1970,1,1,3,1970,1,1,3,2.38934375,19.11475,8,0.39048416600258307,3.1238733280206645,8,6.0,48,8,5.0675,5.0675,1,1.8092190530533172,1.8092190530533172,1,6.0,6,1,5.0675,5.0675,1,1.8092190530533172,1.8092190530533172,1,6.0,6,1
JAGTIAL,BUGGARAM,BUGGARAM,"KRISHNIKA AGRO INDUSTRIES,",PARBOILED RICE MILLS,FOOD PROCESSING,3.5455,50,2025-08-10,,YET TO START CONSTRUCTION,YES,GENERAL,1.002950002063026,15,28,29,31,18,1,14,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000007,0,0,0,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3,1.57425,9.4455,6,-0.04130615218441944,-0.24783691310651662,6,15.0,90,6,3.5455,3.5455,1,1.002950002063026,1.002950002063026,1,15.0,15,1,3.5455,3.5455,1,1.002950002063026,1.002950002063026,1,15.0,15,1
MEDAK,YELDURTHY,RAMANTHAPUR,VESTRO LABS PVT LTD,ORGANIC CHEMICALSMANUFACTURING,PHARMACEUTICALS AND CHEMICALS,1.25,20,2025-07-22,,YET TO START CONSTRUCTION,YES,GENERAL,-0.2130753636059713,16,29,30,32,19,10,2,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000007,0,0,0,2025,7,22,1,,,,,1970,1,1,3,1970,1,1,3,2.03545,10.177249999999999,5,0.20301138153221815,1.0150569076610907,5,16.0,80,5,1.25,1.25,1,-0.2130753636059713,-0.2130753636059713,1,16.0,16,1,1.25,1.25,1,-0.2130753636059713,-0.2130753636059713,1,16.0,16,1
NARAYANPET,MAGANOOR,YABANDODDI,SRI LAKSHMI AGROTECH,PARBOILED RICE MILLS,FOOD PROCESSING,0.95,10,2025-08-23,,YET TO START CONSTRUCTION,YES,OBC,-0.37199830401141637,17,30,31,33,18,1,9,1970-01-01 00:00:00.000000018,1970-01-01 00:00:00.000000007,0,0,1,2025,8,23,5,,,,,1970,1,1,3,1970,1,1,3,3.5930625,14.37225,4,1.0281459099064725,4.11258363962589,4,17.0,68,4,0.95,0.95,1,-0.37199830401141637,-0.37199830401141637,1,17.0,17,1,0.95,0.95,1,-0.37199830401141637,-0.37199830401141637,1,17.0,17,1
VIKARABAD,DOULATHABAD,MATOOR,SRI LAXMI VENKATESHWARA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.725,10,2025-08-04,,YET TO START CONSTRUCTION,YES,OBC,0.03855262536931681,4,31,32,34,7,1,9,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000007,0,0,1,2025,8,4,0,,,,,1970,1,1,3,1970,1,1,3,0.9162399999999999,4.5812,5,-0.3898824322383757,-1.9494121611918787,5,4.0,20,5,1.725,1.725,1,0.03855262536931681,0.03855262536931681,1,4.0,4,1,1.725,1.725,1,0.03855262536931681,0.03855262536931681,1,4.0,4,1
SURYAPET,SURYAPET,SURYAPET,AGRO NXT,"AUTOMOBILE SERVICING, REPAIRING ANDPAINTING (EXCLUDING ONLY FUEL DISPENSING)",ENGINEERING,0.7,9,2025-07-10,,YET TO START CONSTRUCTION,YES,GENERAL,-0.5044340876826207,18,32,33,35,20,5,12,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000007,0,0,0,2025,7,10,3,,,,,1970,1,1,3,1970,1,1,3,2.73367,13.66835,5,0.572888633031851,2.864443165159255,5,18.0,90,5,0.75845,1.5169,2,-0.4734706014602931,-0.9469412029205861,2,18.0,36,2,0.7,0.7,1,-0.5044340876826207,-0.5044340876826207,1,18.0,18,1
MEDCHAL,QUTUBULLAPUR,GAJULARAMARAM,RELIANCE BATTERY PRIVATE LIMITED,ELECTRICAL AND ELECTRONIC ITEM ASSEMBLING ( COMPLETELY DRY PROCESS),ELECTRICAL AND ELECTRONIC PRODUCTS,0.3405,10,2025-07-09,,YET TO START CONSTRUCTION,YES,OBC,-0.6948767446018123,3,15,34,36,21,12,9,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000007,0,0,1,2025,7,9,2,,,,,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.8544375,6.8355,8,-0.42262188231973413,-3.380975058557873,8,3.0,24,8,0.3405,0.3405,1,-0.6948767446018123,-0.6948767446018123,1,3.0,3,1
JANGAON,NARMETTA,NARMETTA,VEERABHADRA WATER PLANT,MINERALIZED WATER,BEVERAGES,0.04,1,2025-08-20,,YET TO START CONSTRUCTION,YES,OBC,-0.8540645565745998,19,33,35,37,22,13,0,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000007,0,0,1,2025,8,20,2,,,,,1970,1,1,3,1970,1,1,3,0.4178,2.089,5,-0.653927600290676,-3.2696380014533797,5,19.0,95,5,0.04,0.04,1,-0.8540645565745998,-0.8540645565745998,1,19.0,19,1,0.04,0.04,1,-0.8540645565745998,-0.8540645565745998,1,19.0,19,1
RANGAREDDY,ABDULLAPURMET,THARAMATHIPET,SRI SIDDESHWARA SWAMY INFRA CONCRETE,READY MIX CEMENT CONCRETE,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.75,10,2025-08-09,,YET TO START CONSTRUCTION,YES,GENERAL,-0.47794693094837976,9,34,36,38,23,4,9,1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000007,0,0,0,2025,8,9,5,,,,,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,0.75,0.75,1,-0.47794693094837976,-0.47794693094837976,1,9.0,9,1,0.75,0.75,1,-0.47794693094837976,-0.47794693094837976,1,9.0,9,1
NIZAMABAD,KOTGIRI,BAREEDPUR,M/S. ANJANI PUTRA AGRO INDUSTRIES.,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.25,8,2025-08-12,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,20,35,37,39,7,1,5,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000007,0,0,0,2025,8,12,1,,,,,1970,1,1,3,1970,1,1,3,1.6548571428571428,11.584,7,0.0013949283507103591,0.009764498454972514,7,20.0,140,7,2.042,4.084,2,0.20648119906440376,0.41296239812880753,2,20.0,40,2,0.25,0.25,1,-0.7428184982907882,-0.7428184982907882,1,20.0,20,1
NIZAMABAD,BODHAN,BODHAN (R),M/S ADITHYA INDUSTRIE,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.2,10,2025-08-15,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7693056550250291,20,36,38,40,7,1,9,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000007,0,0,0,2025,8,15,4,,,,,1970,1,1,3,1970,1,1,3,1.6548571428571428,11.584,7,0.0013949283507103591,0.009764498454972514,7,20.0,140,7,0.2,0.2,1,-0.7693056550250291,-0.7693056550250291,1,20.0,20,1,0.2,0.2,1,-0.7693056550250291,-0.7693056550250291,1,20.0,20,1
NARAYANPET,MARIKAL,CHITTANUR,TIRUMALA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,2.845,10,2025-08-02,,YET TO START CONSTRUCTION,YES,GENERAL,0.6318649362163118,17,37,39,41,7,1,9,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000008,0,0,0,2025,8,2,5,,,,,1970,1,1,3,1970,1,1,3,3.5930625,14.37225,4,1.0281459099064725,4.11258363962589,4,17.0,68,4,2.845,2.845,1,0.6318649362163118,0.6318649362163118,1,17.0,17,1,2.845,2.845,1,0.6318649362163118,0.6318649362163118,1,17.0,17,1
NARAYANPET,NARWA,LANKAL,RAMAKRISHNA COTEX,COTTON SEED GINNING / DE-LINTING BY MECHANICAL MEANS,OTHERS,5.72725,20,2025-08-10,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,17,38,40,42,24,14,2,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000008,0,0,0,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3,3.5930625,14.37225,4,1.0281459099064725,4.11258363962589,4,17.0,68,4,5.288625,10.57725,2,1.9263585037104973,3.8527170074209947,2,17.0,34,2,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,17.0,17,1
SANGAREDDY,JINNARAM,GADDAPOTHARAM,M/S. AET LABORATORIES PVT LTD,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,5.72725,345,2025-03-19,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,13,24,41,43,3,3,16,1970-01-01 00:00:00.000000030,1970-01-01 00:00:00.000000008,0,0,0,2025,3,19,2,,,,,1970,1,1,3,1970,1,1,3,1.7844541666666667,21.41345,12,0.07004806198939033,0.840576743872684,12,13.0,156,12,2.8893125,11.55725,4,0.6553391788720326,2.6213567154881305,4,13.0,52,4,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,13.0,13,1
RANGAREDDY,NANDIGAMA,NANDIGAMA,PANCHRATNA PACKAGING,"GRAVURE PRINTING, DIGITAL PRINTING ON FLEX, VINYL",PAPER AND PRINTING,4.75,40,2025-07-19,,YET TO START CONSTRUCTION,YES,GENERAL,1.641025607790888,9,12,42,44,25,6,17,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000008,0,0,0,2025,7,19,5,,,,,1970,1,1,3,1970,1,1,3,3.2394545454545454,71.268,22,0.8408245236160773,18.4981395195537,22,9.0,198,22,4.271208333333333,25.62725,6,1.38738900942992,8.32433405657952,6,9.0,54,6,4.12545,20.62725,5,1.3101745330234855,6.550872665117428,5,9.0,45,5
NIZAMABAD,NANDIPET,JOORPUR,M/S SRI PURNIMA AGRO INDUSTRIE'S,PARBOILED RICE MILLS,FOOD PROCESSING,3.2,20,2024-04-01,,YET TO START CONSTRUCTION,YES,GENERAL,0.8199237490294219,20,39,43,45,18,1,2,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000008,0,0,0,2024,4,1,0,,,,,1970,1,1,3,1970,1,1,3,1.6548571428571428,11.584,7,0.0013949283507103591,0.009764498454972514,7,20.0,140,7,3.2,3.2,1,0.8199237490294219,0.8199237490294219,1,20.0,20,1,3.2,3.2,1,0.8199237490294219,0.8199237490294219,1,20.0,20,1
SIRCILLA,YELLAREDDIPET,VENKATAPURAM,M/S. MADHU GENERAL ENGINEERING WORK SHOP,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.16,4,2025-08-10,,YET TO START CONSTRUCTION,YES,OBC,-0.7904953804124217,14,40,44,46,5,5,11,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000008,0,0,1,2025,8,10,6,,,,,1970,1,1,3,1970,1,1,3,0.708925,2.8357,4,-0.49970613020555854,-1.9988245208222342,4,14.0,56,4,0.16,0.16,1,-0.7904953804124217,-0.7904953804124217,1,14.0,14,1,0.16,0.16,1,-0.7904953804124217,-0.7904953804124217,1,14.0,14,1
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,POOJA GOYAL,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.105,5,2025-08-20,,YET TO START CONSTRUCTION,YES,GENERAL,-0.8196312528200866,3,15,15,47,5,5,4,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000008,0,0,0,2025,8,20,2,,,,,1970,1,1,3,1970,1,1,3,1.2626315789473683,23.99,19,-0.20638387137837358,-3.9212935561890983,19,3.0,57,19,0.8544375,6.8355,8,-0.42262188231973413,-3.380975058557873,8,3.0,24,8,1.0658333333333334,6.3950000000000005,6,-0.31063639091042505,-1.8638183454625503,6,3.0,18,6
MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,M/S SRI LAXMINIVASA RICE INDUSTRIES.,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.35,9,2025-07-31,,YET TO START CONSTRUCTION,YES,GENERAL,-0.16010105013748954,6,21,45,48,7,1,12,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000008,0,0,0,2025,7,31,3,,,,,1970,1,1,3,1970,1,1,3,2.38934375,19.11475,8,0.39048416600258307,3.1238733280206645,8,6.0,48,8,1.65,8.25,5,-0.0011781097320445009,-0.005890548660222504,5,6.0,30,5,1.375,2.75,2,-0.14685747177036917,-0.29371494354073835,2,6.0,12,2
HYDERABAD,SECUNDERABAD,SECUNDERABAD,SURYA HALLMARKING CENTER,"GOLD AND SILVER SMITHY (PURIFICATION WITH ACID, SMELTING OPERATING AND SULFURIC ACIDPOLISHING OPERATION) (USING LESS THAN OR EQUAL TO 1 LITRE OF SULPHURIC ACID / NITRIC ACID PERMONTH.",ENGINEERING,0.1,2,2025-08-08,,YET TO START CONSTRUCTION,YES,GENERAL,-0.8222799684935107,21,41,46,49,26,5,8,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000008,0,0,0,2025,8,8,4,,,,,1970,1,1,3,1970,1,1,3,0.275,0.55,2,-0.7295749199236679,-1.4591498398473357,2,21.0,42,2,0.1,0.1,1,-0.8222799684935107,-0.8222799684935107,1,21.0,21,1,0.1,0.1,1,-0.8222799684935107,-0.8222799684935107,1,21.0,21,1
KARIMNAGAR,KOTHAPALLY,KHAZIPUR,GAJANANA GRANITES INDUSTRIES,GRANITE / STONE CUTTING AND POLISHING,OTHERS,0.95,10,2025-08-16,,YET TO START CONSTRUCTION,YES,OBC,-0.37199830401141637,22,42,47,50,27,14,9,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000008,0,0,1,2025,8,16,5,,,,,1970,1,1,3,1970,1,1,3,0.95,0.95,1,-0.37199830401141637,-0.37199830401141637,1,22.0,22,1,0.95,0.95,1,-0.37199830401141637,-0.37199830401141637,1,22.0,22,1,0.95,0.95,1,-0.37199830401141637,-0.37199830401141637,1,22.0,22,1
KHAMMAM,PENUBALLI,KARAIGUDEM,SRI SAI RAM SEEDS,COB DRYING (FUEL CONSUMPTION MORE THAN 12 TPD),OTHERS,5.72725,25,2025-07-26,,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,23,43,48,51,28,14,15,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000009,0,0,0,2025,7,26,5,,,,,1970,1,1,3,1970,1,1,3,1.6039375,6.41575,4,-0.02557940287346394,-0.10231761149385576,4,23.0,92,4,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,23.0,23,1,5.72725,5.72725,1,2.158717086161625,2.158717086161625,1,23.0,23,1
YADADRI,BIBINAGAR,RAIRAOPET,VIJAYA MINING AND DRILLING SYSTEMS,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9938,8,2025-07-29,,YET TO START CONSTRUCTION,YES,OBC,-0.34879555471222135,5,5,5,52,5,5,5,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000009,0,0,1,2025,7,29,1,,,,,1970,1,1,3,1970,1,1,3,0.6163333333333333,5.547,9,-0.5487559299512503,-4.938803369561253,9,5.0,45,9,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6,0.8178333333333333,4.907,6,-0.4420126883122597,-2.6520761298735582,6,5.0,30,6
HANUMAKONDA,HASANPARTHY,YELLAPUR,ANANTHSAGAR TILES,MINERAL STACK YARD / RAILWAY SIDINGS,OTHERS,0.4976,9,2024-07-15,,YET TO START CONSTRUCTION,YES,OBC,-0.6116540981428276,24,44,49,53,29,14,12,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000009,0,0,1,2024,7,15,0,,,,,1970,1,1,3,1970,1,1,3,0.2888,0.5776,2,-0.7222644646650174,-1.4445289293300347,2,24.0,48,2,0.4976,0.4976,1,-0.6116540981428276,-0.6116540981428276,1,24.0,24,1,0.4976,0.4976,1,-0.6116540981428276,-0.6116540981428276,1,24.0,24,1
SIDDIPET,KONDAPAK,KUKNURPALLE,KOLA ANJANEYULU GODOWN,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,0.65,1,2025-08-14,,YET TO START CONSTRUCTION,YES,OBC,-0.5309212444168615,0,45,50,54,30,0,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000009,0,0,1,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3,0.6721125,5.3769,8,-0.5192072993511434,-4.153658394809147,8,0.0,0,8,0.45,0.9,2,-0.6368698713538248,-1.2737397427076496,2,0.0,0,2,0.65,0.65,1,-0.5309212444168615,-0.5309212444168615,1,0.0,0,1
PEDDAPALLI,MUTHARAM (MANTHANI),KESANAPALLE,M/S. RADHA KRISHNA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-04-27,,YET TO START CONSTRUCTION,YES,OBC,-0.47794693094837976,1,46,51,55,7,1,6,1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000009,0,0,1,2025,4,27,6,,,,,1970,1,1,3,1970,1,1,3,0.905,3.62,4,-0.3958367450722331,-1.5833469802889324,4,1.0,4,4,0.46,0.92,2,-0.6315724400069767,-1.2631448800139533,2,1.0,2,2,0.75,0.75,1,-0.47794693094837976,-0.47794693094837976,1,1.0,1,1
NIRMAL,KHANAPUR,SATHNAPALLE,M/S. SRI LAXMI NARASIMHA MODERN RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.75,12,2025-08-06,,YET TO START CONSTRUCTION,YES,OBC,-0.47794693094837976,11,47,52,56,7,1,6,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000009,0,0,1,2025,8,6,2,,,,,1970,1,1,3,1970,1,1,3,0.75,1.5,2,-0.47794693094837976,-0.9558938618967595,2,11.0,22,2,0.75,0.75,1,-0.47794693094837976,-0.47794693094837976,1,11.0,11,1,0.75,0.75,1,-0.47794693094837976,-0.47794693094837976,1,11.0,11,1
JANGAON,JANGAON,OBLAKESHVAPUR,SIDDESHWARA MINERAL WATER PLANT,MINERALIZED WATER,BEVERAGES,0.029,1,2025-08-11,,YET TO START CONSTRUCTION,YES,OBC,-0.8598917310561328,19,48,53,57,22,13,0,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000009,0,0,1,2025,8,11,0,,,,,1970,1,1,3,1970,1,1,3,0.4178,2.089,5,-0.653927600290676,-3.2696380014533797,5,19.0,95,5,0.029,0.029,1,-0.8598917310561328,-0.8598917310561328,1,19.0,19,1,0.029,0.029,1,-0.8598917310561328,-0.8598917310561328,1,19.0,19,1
KHAMMAM,KHAMMAM (URBAN),KHANAPURAM (HAVELI),MAHAVEER ICE CREAM,ICE CREAM,BEVERAGES,0.2489,6,2025-08-14,,YET TO START CONSTRUCTION,YES,GENERAL,-0.7434012157389416,23,49,54,58,31,13,3,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000009,0,0,0,2025,8,14,3,,,,,1970,1,1,3,1970,1,1,3,1.6039375,6.41575,4,-0.02557940287346394,-0.10231761149385576,4,23.0,92,4,0.32675,0.6535,2,-0.7021607127037286,-1.4043214254074572,2,23.0,46,2,0.2489,0.2489,1,-0.7434012157389416,-0.7434012157389416,1,23.0,23,1
