district_name,mandal_name,village_name,name_of_the_unit,line_of_activity,sector,investment,number_of_employees,application_date,approval_date,progress_of_implementation,is_online,social_status,investment_standardized,district_name_encoded,mandal_name_encoded,village_name_encoded,name_of_the_unit_encoded,line_of_activity_encoded,sector_encoded,number_of_employees_encoded,application_date_encoded,approval_date_encoded,progress_of_implementation_encoded,is_online_encoded,social_status_encoded,application_date_year,application_date_month,application_date_day,application_date_dayofweek,approval_date_year,approval_date_month,approval_date_day,approval_date_dayofweek,application_date_encoded_year,application_date_encoded_month,application_date_encoded_day,application_date_encoded_dayofweek,approval_date_encoded_year,approval_date_encoded_month,approval_date_encoded_day,approval_date_encoded_dayofweek
HANUMAKONDA,SHAYAMPET,SINGARAM (DONGALA),HANUMAN FLY ASH BRICKS,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.08,4,2025-07-09,2025-08-08,YET TO START CONSTRUCTION,YES,OBC,-0.8328748311872071,24,85,104,114,12,4,11,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000018,0,0,1,2025,7,9,2,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,JINNARAM,CHETLAPOTHARAM,SRI SAIRAM CONTAINERS,CARDBOARD OR CORRUGATED BOX AND PAPER PRODUCTS (EXCLUDING PAPER OR PULP MANUFACTURING AND WITHOUT USING BOILERS),PAPER AND PRINTING,0.25,10,2025-08-04,2025-08-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,13,24,105,115,6,6,9,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000018,0,0,0,2025,8,4,0,2025.0,8.0,8.0,4.0,1970,1,1,3,1970,1,1,3
SURYAPET,HUZURNAGAR,HUZURNAGAR,LAXMI GANAPATHI STOREGE GOEDOM,PARBOILED RICE MILLS,FOOD PROCESSING,4.9242,9,2025-07-21,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,1.733306861852983,18,82,101,116,18,1,12,1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000019,0,0,0,2025,7,21,0,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
JAGTIAL,GOLLAPALLE,CHILWAKODUR,M/S. SRI ANJANEYA PARA BOILED RICE INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.3,20,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,0.34315492781308643,15,86,106,117,18,1,2,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000019,0,0,1,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDAK,RAMAYAMPET,DONGAL DHARMARAM,SRI VENKATESHWARAA RICE MILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.65,15,2025-07-26,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.001178109732044551,16,87,107,118,18,1,13,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000019,0,0,0,2025,7,26,5,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MULUGU,MULUGU,KASIMDEVIPET,M/S JAI HANUMAN AGRO INDUSTRIES PARABOILED RICEMILL,PARBOILED RICE MILLS,FOOD PROCESSING,1.9,12,2025-06-12,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,0.13125767393915969,29,88,108,119,18,1,6,1970-01-01 00:00:00.000000060,1970-01-01 00:00:00.000000019,0,0,1,2025,6,12,3,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
YADADRI,CHOUTUPPAL,DANDUMALKAPUR,SPECTRA CHEM CORPORATION,TYRES AND TUBE RETREATING (WITHOUT BOILERS),PLASTIC AND RUBBER,0.15,10,2025-08-05,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.79579281175927,5,89,109,120,47,11,9,1970-01-01 00:00:00.000000045,1970-01-01 00:00:00.000000019,0,0,0,2025,8,5,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SIDDIPET,BEJJANKI,VADLUR-BEGUMPET,SAI INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,1.0125,8,2025-08-06,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.3388893580936153,0,90,110,121,18,1,5,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000019,0,0,0,2025,8,6,2,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,AMEENPUR,SULTANPUR,SNEHA FARMS PRIVATE LIMITED,MANUFACTURE OF EGG TRAYS,OTHERS,0.25,10,2025-08-04,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,13,91,94,122,48,14,9,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000019,0,0,0,2025,8,4,0,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
JANGAON,KODAKANDLA,REGULA,""" M/S NANDISHWARA AGRO RICEMILL """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.98,9,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.3561060099708719,19,92,111,123,7,1,12,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000019,0,0,0,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
NIZAMABAD,KOTGIRI,MALKAPUR,SRI SAI GANESH AGRO INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,3.834,10,2025-07-22,2025-07-08,YET TO START CONSTRUCTION,YES,OBC,1.1557808964195957,20,35,112,124,7,1,9,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000019,0,0,1,2025,7,22,1,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDCHAL,KUKATPALLY,KUKATPALLY,M/S. ALMELO RESEARCH CENTRE (A DIVISION OF ALMELO PVT. LTD),PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,5.72725,150,2025-07-18,2025-07-08,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,3,93,113,125,3,3,24,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000019,0,0,0,2025,7,18,4,2025.0,7.0,8.0,1.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,POKARNA ENGINEEREDSTONE LIMITED,GRANITE / STONE CUTTING AND POLISHING,OTHERS,5.72725,20,2024-10-24,2025-06-08,YET TO START CONSTRUCTION,YES,GENERAL,2.158717086161625,9,12,42,126,27,14,2,1970-01-01 00:00:00.000000061,1970-01-01 00:00:00.000000020,0,0,0,2024,10,24,3,2025.0,6.0,8.0,6.0,1970,1,1,3,1970,1,1,3
VIKARABAD,PEDDEMUL,KANDANELLI,HANUMAN STONE INDUSTRIES,"CUTTING, SIZING AND POLISHING OF MARBLE STONE",GRANITE AND STONE CRUSHING,0.15,4,2025-08-03,2025-06-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.79579281175927,4,94,114,127,49,2,11,1970-01-01 00:00:00.000000062,1970-01-01 00:00:00.000000020,0,0,0,2025,8,3,6,2025.0,6.0,8.0,6.0,1970,1,1,3,1970,1,1,3
JAGTIAL,MALLAPUR,SIRPUR,M/S. MANGYA NAYAK AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,2.3,20,2025-07-23,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,0.34315492781308643,15,95,115,128,18,1,2,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000021,0,0,1,2025,7,23,2,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,TOOLEKALAN,M/S KALAKRUTHI EXLUSIVE DECORS PVT LTD,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,4.5,50,2025-07-26,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,1.5085898241196838,9,84,116,129,17,11,14,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000021,0,0,0,2025,7,26,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,HIMAJA INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.9501,12,2025-06-21,2025-05-08,YET TO START CONSTRUCTION,YES,SC,-0.3719453296979479,5,5,5,130,5,5,6,1970-01-01 00:00:00.000000063,1970-01-01 00:00:00.000000021,0,0,2,2025,6,21,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
SIRCILLA,SIRCILLA,SIRCILLA,M/S. RAJU TRADERS,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.2457,8,2025-07-27,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.7450963937699329,14,96,117,131,17,11,5,1970-01-01 00:00:00.000000064,1970-01-01 00:00:00.000000021,0,0,1,2025,7,27,6,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
SIDDIPET,MULUG,BANDA MAILARAM,M/S. PATWAARI SNACKS PRIVATE LIMITED,PUFFED RICE (MURI) (USING GAS OR ELECTRICAL HEATING SYSTEM),FOOD PROCESSING,0.25,30,2025-08-01,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,0,97,118,132,50,1,25,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000021,0,0,0,2025,8,1,4,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,NANDIGAON,KISSHOUTENNYA BENZAITEN PRIVATE LIMITED,"MANUFACTURING OF TOOTH POWDER, TOOTHPASTE, TALCUM POWDER AND OTHER COSMETIC ITEMS",AGRO BASED INCL COLD STORAGES,0.4013,10,2025-07-11,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.6626683620129754,13,60,119,133,51,0,9,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000021,0,0,0,2025,7,11,4,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
MEDCHAL,DUNDIGAL GANDIMAISAMMA,BAHADURPALLY,M/S. SAGGIDI NARSING RAO,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.25,4,2025-08-02,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,3,6,120,134,5,5,11,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000021,0,0,0,2025,8,2,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
MAHABUBABAD,KESAMUDRAM,KESAMUDRAM,"""M.S SRI CHAKRA INDUSTRIES """,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.4,9,2025-06-09,2025-05-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.13361389340324878,6,21,45,135,7,1,12,1970-01-01 00:00:00.000000065,1970-01-01 00:00:00.000000021,0,0,0,2025,6,9,0,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
MAHABUBABAD,KESAMUDRAM,INUGURTHY,M/S ADARSHA RICE INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,1.6,9,2025-05-24,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.027665266466285303,6,21,121,136,7,1,12,1970-01-01 00:00:00.000000066,1970-01-01 00:00:00.000000021,0,0,1,2025,5,24,5,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
KHAMMAM,TALLADA,MALLARAM,BHAGYALAXMI SAWMILL,SAW MILLS,WOOD AND LEATHER,0.035,3,2025-07-23,2025-05-08,YET TO START CONSTRUCTION,YES,OBC,-0.8567132722480238,23,98,122,137,9,8,21,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000021,0,0,1,2025,7,23,2,2025.0,5.0,8.0,3.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,WASTE LESS WORLDWIDE INDUSTRIES PRIVATE LIMITED,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HAY( NIL, HTLZ TBM) RULES, 2008 - ITEMS NAMELY - SPENT CATALYST CONTAINING NICKEL, CADMIUM, ZINC, COPPER, ARSENIC, VANADIUM AND COBALT,",PHARMACEUTICALS AND CHEMICALS,5.0,8,2025-07-09,2025-04-08,YET TO START CONSTRUCTION,YES,OBC,1.7734613914620923,9,12,42,138,52,10,5,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000022,0,0,1,2025,7,9,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,OPTIMIX EWASTE PRIVATE LIMITED,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HW( M, H& TBM) RULES, 2008 - ITEMS NAMELY -DISMANTLERS RECYCLINGYLANTSCOMPONENTS OF WASTE ELECTRICALAND ELECTRONIC ASSEMBLESCOMPRISING ACCUMULATORS ANDOTHER BATTERIES INCLUDED ON LISTA, MERCURY-SWITCHES, ACTIVATED GLASS CUILETS FROM CATHODE-RAY TUBES AND OTHER ACTIVATED GLASS AND PCB-CAPACITORS, OR ANY OTHER COMPONENT CONTAMINATED WITHSCHEDULE 2 CONSTITUENTS (E.G.CADMIUM, MERCURY, LEAD,POLYCHLORINATED BIPHENYL) TO AN EXTENT THAT THEY EXHIBIT HAZARD CHARACTERISTICS INDICATED IN PARTC OF THIS SCHEDULE.",PHARMACEUTICALS AND CHEMICALS,3.5,4,2025-07-02,2025-04-08,YET TO START CONSTRUCTION,YES,OBC,0.9788466894348669,9,12,42,139,53,10,11,1970-01-01 00:00:00.000000067,1970-01-01 00:00:00.000000022,0,0,1,2025,7,2,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MULUGU,MULUGU,MULUG,A.R.ROOFING INDUSTRY,ENGINEERING WITHOUT PAINTING ACTIVITY,OTHERS,0.24,4,2025-07-17,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7481159296376364,29,88,123,140,54,14,11,1970-01-01 00:00:00.000000068,1970-01-01 00:00:00.000000022,0,0,0,2025,7,17,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
YADADRI,BHONGIR,CHEEMALA KONDUR,SREE SREENIVASA RICE MILL,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.25,10,2025-08-01,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,5,64,124,141,7,1,9,1970-01-01 00:00:00.000000046,1970-01-01 00:00:00.000000022,0,0,0,2025,8,1,4,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SIDDIPET,WARGAL,MYLARAM,STANDARD WAREHOUSE,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,1.45,10,2024-08-03,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.10712673666900792,0,51,125,142,30,0,9,1970-01-01 00:00:00.000000069,1970-01-01 00:00:00.000000022,0,0,0,2024,8,3,5,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,PATANCHERU,PASHAMYLARAM,BLYPIN ENTERPRISES PRIVATE LIMITED,CARDBOARD OR CORRUGATED BOX AND PAPER PRODUCTS (EXCLUDING PAPER OR PULP MANUFACTURING AND WITHOUT USING BOILERS),PAPER AND PRINTING,0.25,20,2025-07-28,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,13,60,68,143,6,6,2,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000022,0,0,0,2025,7,28,0,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDCHAL,GHATKESAR,CHERLAPALLY,SD ROCK BIT,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.65,15,2025-07-31,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.5309212444168615,3,99,126,144,5,5,13,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000022,0,0,0,2025,7,31,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
MEDCHAL,QUTUBULLAPUR,JEEDIMETLA,M/S AUCTOR HOME APPLIANCES LLP,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.24,20,2025-07-23,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7481159296376364,3,15,15,145,17,11,2,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000022,0,0,0,2025,7,23,2,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
JANGAON,BACHANNAPET,ALIMPUR,GAL REDDY WATERPLANT,MINERALIZED WATER,BEVERAGES,0.06,2,2025-07-31,2025-04-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8434696938809034,19,100,127,146,22,13,8,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000022,0,0,0,2025,7,31,3,2025.0,4.0,8.0,1.0,1970,1,1,3,1970,1,1,3
SANGAREDDY,ZAHIRABAD,KASIMPUR,AIRUS WATER PRIVATE LIMITED,MINERALIZED WATER,BEVERAGES,0.7,50,2025-07-11,2025-02-08,YET TO START CONSTRUCTION,YES,SC,-0.5044340876826207,13,101,128,147,22,13,14,1970-01-01 00:00:00.000000056,1970-01-01 00:00:00.000000023,0,0,2,2025,7,11,4,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM (KHALSA),R.K. INTERNATIONAL.,SPICE GRINDING (UPTO-20 HP MOTOR),FOOD PROCESSING,3.13,15,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,0.7828417296014845,9,84,129,148,55,1,13,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000023,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,IBRAHIMPATNAM,IBRAHIMPATNAM (KHALSA),AMRITA HERBOCEUTICALS.,AYURVEDIC AND HOMEOPATHIC MEDICINES (WITHOUT BOILER),PHARMACEUTICALS AND CHEMICALS,3.13,15,2025-07-23,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,0.7828417296014845,9,84,129,149,56,10,13,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000023,0,0,0,2025,7,23,2,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,SRI PRANATHI INDUSTRIES.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.4338,4,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.6454517101357189,5,5,5,150,5,5,11,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000023,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
YADADRI,BIBINAGAR,RAIRAOPET,OMEGA ENGINEERING INDUSTRY.,ENGINEERING AND FABRICATION UNITS (DRY PROCESS WITHOUT ANY HEAT TREATMENT / METAL SURFACE FINISHING OPERATIONS / PAINTING),ENGINEERING,0.5676,4,2025-07-18,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.5745720787148902,5,5,5,151,5,5,11,1970-01-01 00:00:00.000000055,1970-01-01 00:00:00.000000023,0,0,0,2025,7,18,4,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
VIKARABAD,VICARABAD,VIKARABAD TOWN,KAVITHA FLOUR MILL,FLOUR MILLS (DRY PROCESS),FOOD PROCESSING,0.0514,3,2025-07-29,2025-02-08,YET TO START CONSTRUCTION,YES,ST,-0.8480254848391928,4,102,130,152,11,1,21,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000023,0,0,3,2025,7,29,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
SIDDIPET,KONDAPAK,MANGOLE,HAMSA RURAL GODOWN,"FACILITY OF HANDLING, STORAGE AND TRANSPORTATION OF FOOD GRAINS IN BULK",AGRO BASED INCL COLD STORAGES,0.25,10,2025-07-31,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.7428184982907882,0,45,131,153,30,0,9,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000023,0,0,0,2025,7,31,3,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MEDCHAL,DUNDIGAL GANDIMAISAMMA,DUNDIGAL,NR ENTERPRISES,SAW MILLS,WOOD AND LEATHER,0.05,12,2025-07-28,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8487671252277516,3,6,6,154,9,8,6,1970-01-01 00:00:00.000000044,1970-01-01 00:00:00.000000023,0,0,0,2025,7,28,0,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MEDCHAL,UPPAL,NACHARAM,CHEMTATVA CHIRAL SOLUTIONS PRIVATE LIMITED UNIT - 2,PHARMACEUTICAL FORMULATION AND FOR R & D PURPOSE (FOR SUSTAINED RELEASE/EXTENDED RELEASE OF DRUGS ONLY AND NOT FOR COMMERCIAL PURPOSE),R&D,0.35,10,2025-07-08,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.6898441848223065,3,3,3,155,3,3,9,1970-01-01 00:00:00.000000070,1970-01-01 00:00:00.000000023,0,0,0,2025,7,8,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MANCHERIAL,CHENNUR,KATHERSALA,M/S.ASMA BRICKS INDUSTRY,FLY ASH BRICKS/ BLOCK MANUFACTURING,"CEMENT, CEMENT & CONCRETE PRODUCTS, FLY ASH BRICKS",0.11,5,2025-07-22,2025-02-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8169825371466626,30,103,132,156,12,4,4,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000023,0,0,0,2025,7,22,1,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
MAHABUBABAD,NARSIMHULAPET,PEDDAMUPPARAM,BENITH WOOD WORKS,"CARPENTRY & WOODEN FURNITURE MANUFACTURING (EXCLUDING SAW MILL) WITH THE HELP OF ELECTRICAL (MOTORIZED) MACHINES SUCH AS ELECTRICAL WOOD PLANNER, STEEL SAW CUTTING CIRCULAR BLADE, ETC",WOOD AND LEATHER,0.07,3,2025-07-23,2025-02-08,YET TO START CONSTRUCTION,YES,OBC,-0.8381722625340552,6,104,133,157,57,8,21,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000023,0,0,1,2025,7,23,2,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
RANGAREDDY,NANDIGAMA,NANDIGAMA,RENAVART RECYCLERS INDIA PVT LTD,"INDUSTRIES ENGAGED IN RECYCLING / REPROCESSING/ RECOVERY/REUSE OF HAZARDOUS WASTE UNDERSCHEDULE IV OF HW( M, H& TBM) RULES, 2008 - ITEMS NAMELY -DISMANTLERS RECYCLINGYLANTSCOMPONENTS OF WASTE ELECTRICALAND ELECTRONIC ASSEMBLESCOMPRISING ACCUMULATORS ANDOTHER BATTERIES INCLUDED ON LISTA, MERCURY-SWITCHES, ACTIVATED GLASS CUILETS FROM CATHODE-RAY TUBES AND OTHER ACTIVATED GLASS AND PCB-CAPACITORS, OR ANY OTHER COMPONENT CONTAMINATED WITHSCHEDULE 2 CONSTITUENTS (E.G.CADMIUM, MERCURY, LEAD,POLYCHLORINATED BIPHENYL) TO AN EXTENT THAT THEY EXHIBIT HAZARD CHARACTERISTICS INDICATED IN PARTC OF THIS SCHEDULE.",PHARMACEUTICALS AND CHEMICALS,1.65,15,2025-07-31,2025-02-08,YET TO START CONSTRUCTION,YES,OBC,-0.001178109732044551,9,12,42,158,53,10,13,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000023,0,0,1,2025,7,31,3,2025.0,2.0,8.0,5.0,1970,1,1,3,1970,1,1,3
NARAYANPET,NARWA,YAMKI,VENNELA AGRO INDUSTRIES,PARBOILED RICE MILLS,FOOD PROCESSING,4.85,10,2025-07-08,2025-01-08,YET TO START CONSTRUCTION,YES,OBC,1.6939999212593695,17,38,134,159,18,1,9,1970-01-01 00:00:00.000000070,1970-01-01 00:00:00.000000024,0,0,1,2025,7,8,1,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3
WANAPARTHY,KOTHAKOTA,RAYANPET,SRI SAI NANDANA INDUSTRIES,RICE MILL (RICE HULLERS ONLY),FOOD PROCESSING,0.985,10,2025-07-21,2025-01-08,YET TO START CONSTRUCTION,YES,OBC,-0.35345729429744777,25,105,135,160,7,1,9,1970-01-01 00:00:00.000000049,1970-01-01 00:00:00.000000024,0,0,1,2025,7,21,0,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3
SIRCILLA,VEMULAWADA,NAMPALLE,M/S. RAJDHANI GLASS & PLYWOOD,FIBRE GLASS PRODUCTION ANDPROCESSING (EXCLUDING MOULDING),GRANITE AND STONE CRUSHING,0.23,8,2025-07-15,2025-01-08,YET TO START CONSTRUCTION,YES,OBC,-0.7534133609844845,14,106,136,161,58,2,5,1970-01-01 00:00:00.000000048,1970-01-01 00:00:00.000000024,0,0,1,2025,7,15,1,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3
MEDAK,MANOHARABAD,KONDAPUR,ANNAPURNA POLYTECH.,POLYTHENE AND PLASTIC PROCESSED PRODUCTS MANUFACTURING(VIRGIN PLASTIC),PLASTIC AND RUBBER,0.05,15,2025-07-30,2025-01-08,YET TO START CONSTRUCTION,YES,GENERAL,-0.8487671252277516,16,59,137,162,17,11,13,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000024,0,0,0,2025,7,30,2,2025.0,1.0,8.0,2.0,1970,1,1,3,1970,1,1,3
